10817,Uri,Rullman,Sales
12046,Xiong,Ranum,Sales
15790,Kokou,Schnabel,Sales
16574,Nevio,Penz,Sales
17420,Jinpo,Stamatiou,Sales
18024,Uzi,Casperson,Sales
22223,Inderjeet,Openshaw,Sales
23015,Elvis,Otillio,Sales
24354,Shiv,Cmelik,Sales
25517,Aimee,Prochazka,Sales
26623,Berni,Barbanera,Sales
26706,Hironobu,Lenart,Sales
27484,Tse,Llado,Sales
27974,Hitomi,Zucker,Sales
28836,Huiqun,Ravishankar,Sales
29719,Sumant,Takkinen,Sales
29894,Arco,Waleschkowski,Sales
30903,Gritta,Fendler,Sales
31951,Masako,Ouhyoung,Sales
32396,Khosrow,Redmiles,Sales
32414,Aron,Rajala,Sales
32460,Kousuke,Rotem,Sales
33717,Uli,Esposito,Sales
34061,Jinpo,Zumaque,Sales
35689,Chiranjit,Zhiwei,Sales
37146,Yinghua,Schiper,Sales
37263,Aris,Rotem,Sales
40107,Basil,Tsunoo,Sales
40383,Subhash,Pepe,Sales
40653,Theron,Demian,Sales
41409,Mikhail,Levergood,Sales
43714,Chiradeep,Binding,Sales
44358,Tzvetan,Munck,Sales
44596,Niclas,Heinisuo,Sales
45307,Krassimir,Comyn,Sales
45615,Kellie,Herath,Sales
47217,Adel,Tiemann,Sales
48398,Vasilis,Paciorek,Sales
48510,Shih,Savasere,Sales
49717,Rasiah,Broder,Sales
57178,Oldrich,Rousseau,Sales
58665,Mabhin,Marquardt,Sales
58797,Xiaoheng,Breugel,Sales
59990,Manibrata,Reistad,Sales
64519,Kerryn,Eickenmeyer,Sales
65867,Khedija,Hardjono,Sales
67861,Elliott,Chinen,Sales
69637,Tse,Basart,Sales
71527,Waiman,Radhakrishnan,Sales
72702,Chinhyun,Peek,Sales
73683,Mansur,Covnot,Sales
74166,Shawna,Beidas,Sales
74251,Akemi,Jayawardene,Sales
74757,Lenore,Weisert,Sales
75614,Hsiangchu,Laurillard,Sales
76493,Mansur,Oxman,Sales
76756,Nectarios,Barvinok,Sales
79361,Vatsa,Pluym,Sales
80332,Behnaam,Masand,Sales
81410,Wuxu,Asrin,Sales
83861,Mabry,Deverell,Sales
84018,Fumitaka,Panangaden,Sales
85332,Odoardo,Androutsos,Sales
