10206,Alassane,Iwayama,Development
10623,Aleksander,Danlos,Development
11033,Shushma,Bahk,Development
11141,Vasiliy,Kermarrec,Development
11317,Shigeaki,Hagimont,Development
11748,Lihong,Massonet,Development
12027,Zhanqiu,Vuskovic,Development
12940,Odinaldo,Farrar,Development
13285,Uinam,Lienhardt,Development
13840,Remco,Demke,Development
14450,Fumitaka,Prochazka,Development
15619,Conor,Gyorkos,Development
17389,Taiji,Kemmerer,Development
17679,Khalid,Terlouw,Development
18051,Constantijn,Rosenbaum,Development
18654,Navid,Stenning,Development
18944,Sastry,Sgarro,Development
20497,Yefim,Asser,Development
22346,Jingling,Kragelund,Development
23571,Supot,Cronau,Development
24347,Mizuhito,Sommer,Development
24663,Arlette,Masada,Development
25462,Vasilii,Rohrbach,Development
25591,Mingsen,Melton,Development
26583,Guttorm,Papsdorf,Development
27760,Zhigen,Schrift,Development
28088,Nirmal,Kavanagh,Development
28146,Niteen,Azadmanesh,Development
28170,Jiong,Bamford,Development
28759,Arup,Linares,Development
29194,Sarita,Peris,Development
29285,Sushant,Hofstetter,Development
29601,Fan,Butner,Development
29744,Ortrud,Kampfer,Development
29814,Ulf,Karunanithi,Development
29834,Youjian,Merro,Development
29993,Claudi,Murthy,Development
30361,Nidapan,DasSarma,Development
30970,Fumitake,Schoegge,Development
31035,Zhensheng,Thiria,Development
31983,Salvador,Knightly,Development
32445,Kristian,Angelopoulos,Development
33375,Shmuel,Erde,Development
33569,Dannz,Masand,Development
33722,Anwar,Collette,Development
35351,Arco,Tiemann,Development
35820,Michaela,Brizzi,Development
35947,Deborah,Keohane,Development
35982,Mabo,Dehkordi,Development
36224,Ziya,Wrigley,Development
36355,Aleksandar,Alblas,Development
36525,Dinkar,Aseltine,Development
38153,Uriel,Engberts,Development
40386,Parto,Chiola,Development
40515,Magdalena,Dengi,Development
40574,Susumu,Ratnakar,Development
41988,Wonhee,Goodrum,Development
43302,Nathalie,Vickson,Development
43688,Tetsushi,Masada,Development
43852,Krassimir,Emmart,Development
44437,Jiann,Maliniak,Development
44906,Tsutomu,Pappas,Development
46266,Kiam,Carrera,Development
46521,Shuzo,Tetzlaff,Development
46943,Pasqua,Maraist,Development
46994,Basim,Borstler,Development
48254,Chenyi,Gomatam,Development
49308,Babette,Speek,Development
50223,Candido,Marrakchi,Development
51595,Steve,Kitai,Development
56110,Jouni,Reeken,Development
56640,Rosita,Janocha,Development
56987,Takahira,Terekhov,Development
57039,Yurij,Llado,Development
57380,Bodh,Verhoeff,Development
58061,Pintsang,Straney,Development
59355,Shigeaki,Kinley,Development
62680,Gao,Hedayat,Development
63087,Kazuhito,Ballarin,Development
63964,Przemyslawa,Gips,Development
65251,Geoffry,Gniady,Development
65478,Adin,Baja,Development
67089,Jianhao,Peris,Development
67294,Sanjiv,Stille,Development
67492,Owen,Itzigehl,Development
68090,Hilari,Maraist,Development
68098,Marek,Pleszkun,Development
68579,Gilbert,Sichman,Development
68610,Yuqun,Gopalakrishnan,Development
69478,Marin,Stentiford,Development
70097,Seshu,Plump,Development
70863,Arnd,Vasanthakumar,Development
72578,Kshitij,Bashian,Development
72758,Chiradeep,Soicher,Development
72820,Girolamo,Farris,Development
73048,Xiaoshan,Denna,Development
73305,Heon,Lambe,Development
74058,Mamdouh,Yoshimura,Development
74281,Tze,Schonegge,Development
74775,Kinh,Mayerwieser,Development
75149,Udi,Businaro,Development
75509,Bangqing,Negoita,Development
77234,Kazuhisa,Krohm,Development
78064,Monique,Gill,Development
78113,Lena,Zaccaria,Development
78400,Hilary,Bratsberg,Development
80033,Jordanka,Tasistro,Development
81501,Youngkon,Taubman,Development
81734,Ipke,Lalonde,Development
81900,Mario,Bernatsky,Development
82582,Masasuke,Mukaidono,Development
83250,Lene,Serra,Development
84812,Gretta,Jullig,Development
88599,Kristin,Schneeberger,Development
88666,Unal,Pusterhofer,Development
89476,Xiaoqiang,Perna,Development
89537,Gaurav,Tasistro,Development
89574,Shai,Segond,Development
89844,Hercules,Basagni,Development
89863,Bingning,Krohm,Development
90817,Shridhar,Greibach,Development
91141,Krassimir,Flowers,Development
91299,Xinglin,Puppo,Development
92080,Yechezkel,Lores,Development
93341,Fay,Servi,Development
94265,Danny,Hasenauer,Development
94695,Marsja,Chiodo,Development
94819,Mariangiola,Erni,Development
94851,Tonny,Kusalik,Development
96853,Maha,Rissanen,Development
97092,Anwar,Riexinger,Development
97218,Maia,Panangaden,Development
102594,Kristin,Massonet,Development
102793,Joydip,Benzaken,Development
102960,Filipe,Rande,Development
104064,Heon,Wossner,Development
104880,Conrado,Gulak,Development
105153,Gurbir,Staudhammer,Development
105536,Christophe,Peng,Development
105796,Weiyi,Parveen,Development
106535,Chenyi,Tsunoo,Development
106544,Terresa,Christianini,Development
106783,Alassane,Shihab,Development
108221,Oksana,Gronowski,Development
108806,Bodo,Swist,Development
201031,Teiji,Henseler,Development
201148,Sanjeeva,Gecsel,Development
201694,Bader,Bolotov,Development
201946,Danco,Peek,Development
202627,Katsuyuki,Reeker,Development
203504,Becky,Rosiles,Development
203592,Jinxi,Pietrzykowski,Development
203894,Xiaoqiu,Olano,Development
204839,Jianhao,Birch,Development
204877,Guther,Gornas,Development
205371,Katsuyuki,Masada,Development
205392,Mani,Bolsens,Development
205541,Aamod,Luon,Development
206378,Huai,Hoppenstand,Development
206501,Kamakshi,Vrecion,Development
207398,Pranas,Kaltofen,Development
208187,Weiye,Syrzycki,Development
208595,Shaunak,Kirkerud,Development
209326,Mario,Wegerle,Development
210744,Zhongwei,Matteis,Development
211912,Troy,Panangaden,Development
212010,Geoffry,Farrel,Development
212175,Kazuhisa,Deverell,Development
214163,Berry,Henseler,Development
214547,Dines,Gulik,Development
214660,Berry,Motley,Development
215828,Eberhardt,Detkin,Development
215987,Fatemeh,Kalafatis,Development
216006,Conrado,Alpin,Development
216135,Jianhua,Iwayama,Development
216854,Kirk,Reeker,Development
217114,Cheong,Spelt,Development
218049,Baziley,Validov,Development
218175,Krisda,Lanteri,Development
218603,Satyanarayana,Plotkin,Development
219352,Nikolaus,Parhami,Development
220674,Irene,Bruckman,Development
222556,Sarita,Litzkow,Development
222730,Elgin,Feldhoffer,Development
225566,Tadahiko,Highland,Development
226615,Gadiel,Nanard,Development
227044,Nechama,Rodiger,Development
227161,Mara,Willoner,Development
227408,Lubomir,Schaaf,Development
227763,Leen,Comyn,Development
